commodity,year,attribute,value,unit,reference_period
SOYBEANS,2024/25,Exports,1875.0,Million Bushels,2025-09-15
SOYBEANS,2024/25,Exports,1875.0,Million Bushels,2025-11-15
SOYBEANS,2024/25,Exports,1882.0,Million Bushels,2025-12-15
SOYBEANS,2024/25,Exports,1882.0,Million Bushels,2026-01-15
SOYBEANS,2024/25,Exports,1882.0,Million Bushels,2026-02-15
SOYBEANS,2024/25,Exports,1882.0,Million Bushels,2026-03-15
SOYBEANS,2024/25,Exports,1882.0,Million Bushels,2026-04-15
SOYBEANS,2024/25,Exports,1882.0,Million Bushels,2026-05-15
SOYBEANS,2024/25,Exports,1882.0,Million Bushels,2026-06-15
SOYBEANS,2024/25,Exports,1892.0,Million Bushels,2026-07-15
SOYBEANS,2024/25,Imports,25.0,Million Bushels,2025-08-15
SOYBEANS,2024/25,Imports,27.0,Million Bushels,2025-09-15
SOYBEANS,2024/25,Imports,27.0,Million Bushels,2025-11-15
SOYBEANS,2024/25,Imports,29.0,Million Bushels,2025-12-15
SOYBEANS,2024/25,Imports,29.0,Million Bushels,2026-01-15
SOYBEANS,2024/25,Imports,29.0,Million Bushels,2026-02-15
SOYBEANS,2024/25,Imports,29.0,Million Bushels,2026-03-15
SOYBEANS,2024/25,Imports,29.0,Million Bushels,2026-04-15
SOYBEANS,2024/25,Imports,29.0,Million Bushels,2026-05-15
SOYBEANS,2024/25,Imports,29.0,Million Bushels,2026-06-15
SOYBEANS,2024/25,Imports,30.0,Million Bushels,2026-07-15
SOYBEANS,2024/25,Production,4366.0,Million Bushels,2025-08-15
SOYBEANS,2024/25,Production,4366.0,Million Bushels,2025-09-15
SOYBEANS,2024/25,Production,4374.0,Million Bushels,2025-11-15
SOYBEANS,2024/25,Production,4374.0,Million Bushels,2025-12-15
SOYBEANS,2024/25,Production,4374.0,Million Bushels,2026-01-15
SOYBEANS,2024/25,Production,4374.0,Million Bushels,2026-02-15
SOYBEANS,2024/25,Production,4374.0,Million Bushels,2026-03-15
SOYBEANS,2024/25,Production,4374.0,Million Bushels,2026-04-15
SOYBEANS,2024/25,Production,4374.0,Million Bushels,2026-05-15
SOYBEANS,2024/25,Production,4374.0,Million Bushels,2026-06-15
SOYBEANS,2024/25,Production,4374.0,Million Bushels,2026-07-15
SOYBEANS,2024/25,Residual,29.0,Million Bushels,2025-08-15
SOYBEANS,2024/25,Residual,31.0,Million Bushels,2025-09-15
SOYBEANS,2024/25,Residual,37.0,Million Bushels,2025-11-15
SOYBEANS,2024/25,Residual,32.0,Million Bushels,2025-12-15
SOYBEANS,2024/25,Residual,23.0,Million Bushels,2026-01-15
SOYBEANS,2024/25,Residual,23.0,Million Bushels,2026-02-15
SOYBEANS,2024/25,Residual,23.0,Million Bushels,2026-03-15
SOYBEANS,2024/25,Residual,23.0,Million Bushels,2026-04-15
SOYBEANS,2024/25,Residual,23.0,Million Bushels,2026-05-15
SOYBEANS,2024/25,Residual,23.0,Million Bushels,2026-06-15
SOYBEANS,2024/25,Residual,14.0,Million Bushels,2026-07-15
SOYBEANS,2024/25,Seed,70.0,Million Bushels,2025-08-15
SOYBEANS,2024/25,Seed,70.0,Million Bushels,2025-09-15
SOYBEANS,2024/25,Seed,70.0,Million Bushels,2025-11-15
SOYBEANS,2024/25,Seed,70.0,Million Bushels,2025-12-15
SOYBEANS,2024/25,Seed,70.0,Million Bushels,2026-01-15
SOYBEANS,2024/25,Seed,70.0,Million Bushels,2026-02-15
SOYBEANS,2024/25,Seed,70.0,Million Bushels,2026-03-15
SOYBEANS,2024/25,Seed,70.0,Million Bushels,2026-04-15
SOYBEANS,2024/25,Seed,70.0,Million Bushels,2026-05-15
SOYBEANS,2024/25,Seed,70.0,Million Bushels,2026-06-15
SOYBEANS,2024/25,Seed,70.0,Million Bushels,2026-07-15
SOYBEANS,2024/25,"Supply, Total",4734.0,Million Bushels,2025-08-15
SOYBEANS,2024/25,"Supply, Total",4736.0,Million Bushels,2025-09-15
SOYBEANS,2024/25,"Supply, Total",4744.0,Million Bushels,2025-11-15
SOYBEANS,2024/25,"Supply, Total",4746.0,Million Bushels,2025-12-15
SOYBEANS,2024/25,"Supply, Total",4746.0,Million Bushels,2026-01-15
SOYBEANS,2024/25,"Supply, Total",4746.0,Million Bushels,2026-02-15
SOYBEANS,2024/25,"Supply, Total",4746.0,Million Bushels,2026-03-15
SOYBEANS,2024/25,"Supply, Total",4746.0,Million Bushels,2026-04-15
SOYBEANS,2024/25,"Supply, Total",4746.0,Million Bushels,2026-05-15
SOYBEANS,2024/25,"Supply, Total",4746.0,Million Bushels,2026-06-15
SOYBEANS,2024/25,"Supply, Total",4746.0,Million Bushels,2026-07-15
SOYBEANS,2024/25,"Use, Total",4404.0,Million Bushels,2025-08-15
SOYBEANS,2024/25,"Use, Total",4406.0,Million Bushels,2025-09-15
SOYBEANS,2024/25,"Use, Total",4427.0,Million Bushels,2025-11-15
SOYBEANS,2024/25,"Use, Total",4429.0,Million Bushels,2025-12-15
SOYBEANS,2024/25,"Use, Total",4421.0,Million Bushels,2026-01-15
SOYBEANS,2024/25,"Use, Total",4421.0,Million Bushels,2026-02-15
SOYBEANS,2024/25,"Use, Total",4421.0,Million Bushels,2026-03-15
SOYBEANS,2024/25,"Use, Total",4421.0,Million Bushels,2026-04-15
SOYBEANS,2024/25,"Use, Total",4421.0,Million Bushels,2026-05-15
SOYBEANS,2024/25,"Use, Total",4421.0,Million Bushels,2026-06-15
SOYBEANS,2024/25,"Use, Total",4421.0,Million Bushels,2026-07-15
SOYBEANS,2024/25,Yield per Harvested Acre,50.7,Bushels,2025-08-15
SOYBEANS,2024/25,Yield per Harvested Acre,50.7,Bushels,2025-09-15
SOYBEANS,2024/25,Yield per Harvested Acre,50.7,Bushels,2025-11-15
SOYBEANS,2024/25,Yield per Harvested Acre,50.7,Bushels,2025-12-15
SOYBEANS,2024/25,Yield per Harvested Acre,50.7,Bushels,2026-01-15
SOYBEANS,2024/25,Yield per Harvested Acre,50.7,Bushels,2026-02-15
SOYBEANS,2024/25,Yield per Harvested Acre,50.7,Bushels,2026-03-15
SOYBEANS,2024/25,Yield per Harvested Acre,50.7,Bushels,2026-04-15
SOYBEANS,2024/25,Yield per Harvested Acre,50.7,Bushels,2026-05-15
SOYBEANS,2024/25,Yield per Harvested Acre,50.7,Bushels,2026-06-15
SOYBEANS,2024/25,Yield per Harvested Acre,50.7,Bushels,2026-07-15
SOYBEANS,2025/26,Area Harvested,80.1,Million Acres,2025-08-15
SOYBEANS,2025/26,Area Harvested,80.3,Million Acres,2025-09-15
SOYBEANS,2025/26,Area Harvested,80.3,Million Acres,2025-10-15
SOYBEANS,2025/26,Area Harvested,80.3,Million Acres,2025-11-15
SOYBEANS,2025/26,Area Harvested,80.3,Million Acres,2025-12-15
SOYBEANS,2025/26,Area Harvested,80.4,Million Acres,2026-01-15
SOYBEANS,2025/26,Area Harvested,80.4,Million Acres,2026-02-15
SOYBEANS,2025/26,Area Harvested,80.4,Million Acres,2026-03-15
SOYBEANS,2025/26,Area Harvested,80.4,Million Acres,2026-04-15
SOYBEANS,2025/26,Area Harvested,80.4,Million Acres,2026-05-15
SOYBEANS,2025/26,Area Harvested,80.4,Million Acres,2026-06-15
SOYBEANS,2025/26,Area Harvested,80.4,Million Acres,2026-07-15
SOYBEANS,2025/26,Area Planted,80.9,Million Acres,2025-08-15
SOYBEANS,2025/26,Area Planted,81.1,Million Acres,2025-09-15
SOYBEANS,2025/26,Area Planted,81.1,Million Acres,2025-10-15
SOYBEANS,2025/26,Area Planted,81.1,Million Acres,2025-11-15
SOYBEANS,2025/26,Area Planted,81.1,Million Acres,2025-12-15
SOYBEANS,2025/26,Area Planted,81.2,Million Acres,2026-01-15
SOYBEANS,2025/26,Area Planted,81.2,Million Acres,2026-02-15
SOYBEANS,2025/26,Area Planted,81.2,Million Acres,2026-03-15
SOYBEANS,2025/26,Area Planted,81.2,Million Acres,2026-04-15
SOYBEANS,2025/26,Area Planted,81.2,Million Acres,2026-05-15
SOYBEANS,2025/26,Area Planted,81.2,Million Acres,2026-06-15
SOYBEANS,2025/26,Area Planted,81.2,Million Acres,2026-07-15
SOYBEANS,2025/26,Avg. Farm Price ($/bu),10.1,$/bu,2025-07-15
SOYBEANS,2025/26,Avg. Farm Price ($/bu),10.1,$/bu,2025-08-15
SOYBEANS,2025/26,Avg. Farm Price ($/bu),10.0,$/bu,2025-09-15
SOYBEANS,2025/26,Avg. Farm Price ($/bu),10.0,$/bu,2025-10-15
SOYBEANS,2025/26,Avg. Farm Price ($/bu),10.5,$/bu,2025-11-15
SOYBEANS,2025/26,Avg. Farm Price ($/bu),10.5,$/bu,2025-12-15
SOYBEANS,2025/26,Avg. Farm Price ($/bu),10.2,$/bu,2026-01-15
SOYBEANS,2025/26,Avg. Farm Price ($/bu),10.2,$/bu,2026-02-15
SOYBEANS,2025/26,Avg. Farm Price ($/bu),10.2,$/bu,2026-03-15
SOYBEANS,2025/26,Avg. Farm Price ($/bu),10.3,$/bu,2026-04-15
SOYBEANS,2025/26,Avg. Farm Price ($/bu),10.4,$/bu,2026-05-15
SOYBEANS,2025/26,Avg. Farm Price ($/bu),10.4,$/bu,2026-06-15
SOYBEANS,2025/26,Avg. Farm Price ($/bu),10.4,$/bu,2026-07-15
SOYBEANS,2025/26,Beginning Stocks,350.0,Million Bushels,2025-07-15
SOYBEANS,2025/26,Beginning Stocks,330.0,Million Bushels,2025-08-15
SOYBEANS,2025/26,Beginning Stocks,330.0,Million Bushels,2025-09-15
SOYBEANS,2025/26,Beginning Stocks,330.0,Million Bushels,2025-10-15
SOYBEANS,2025/26,Beginning Stocks,316.0,Million Bushels,2025-11-15
SOYBEANS,2025/26,Beginning Stocks,316.0,Million Bushels,2025-12-15
SOYBEANS,2025/26,Beginning Stocks,325.0,Million Bushels,2026-01-15
SOYBEANS,2025/26,Beginning Stocks,325.0,Million Bushels,2026-02-15
SOYBEANS,2025/26,Beginning Stocks,325.0,Million Bushels,2026-03-15
SOYBEANS,2025/26,Beginning Stocks,325.0,Million Bushels,2026-04-15
SOYBEANS,2025/26,Beginning Stocks,325.0,Million Bushels,2026-05-15
SOYBEANS,2025/26,Beginning Stocks,325.0,Million Bushels,2026-06-15
SOYBEANS,2025/26,Beginning Stocks,325.0,Million Bushels,2026-07-15
SOYBEANS,2025/26,Crushings,2540.0,Million Bushels,2025-07-15
SOYBEANS,2025/26,Crushings,2540.0,Million Bushels,2025-08-15
SOYBEANS,2025/26,Crushings,2555.0,Million Bushels,2025-09-15
SOYBEANS,2025/26,Crushings,2555.0,Million Bushels,2025-10-15
SOYBEANS,2025/26,Crushings,2555.0,Million Bushels,2025-11-15
SOYBEANS,2025/26,Crushings,2555.0,Million Bushels,2025-12-15
SOYBEANS,2025/26,Crushings,2570.0,Million Bushels,2026-01-15
SOYBEANS,2025/26,Crushings,2570.0,Million Bushels,2026-02-15
SOYBEANS,2025/26,Crushings,2575.0,Million Bushels,2026-03-15
SOYBEANS,2025/26,Crushings,2610.0,Million Bushels,2026-04-15
SOYBEANS,2025/26,Crushings,2630.0,Million Bushels,2026-05-15
SOYBEANS,2025/26,Crushings,2650.0,Million Bushels,2026-06-15
SOYBEANS,2025/26,Crushings,2650.0,Million Bushels,2026-07-15
SOYBEANS,2025/26,Ending Stocks,310.0,Million Bushels,2025-07-15
SOYBEANS,2025/26,Ending Stocks,290.0,Million Bushels,2025-08-15
SOYBEANS,2025/26,Ending Stocks,300.0,Million Bushels,2025-09-15
SOYBEANS,2025/26,Ending Stocks,300.0,Million Bushels,2025-10-15
SOYBEANS,2025/26,Ending Stocks,290.0,Million Bushels,2025-11-15
SOYBEANS,2025/26,Ending Stocks,290.0,Million Bushels,2025-12-15
SOYBEANS,2025/26,Ending Stocks,350.0,Million Bushels,2026-01-15
SOYBEANS,2025/26,Ending Stocks,350.0,Million Bushels,2026-02-15
SOYBEANS,2025/26,Ending Stocks,350.0,Million Bushels,2026-03-15
SOYBEANS,2025/26,Ending Stocks,350.0,Million Bushels,2026-04-15
SOYBEANS,2025/26,Ending Stocks,340.0,Million Bushels,2026-05-15
SOYBEANS,2025/26,Ending Stocks,340.0,Million Bushels,2026-06-15
SOYBEANS,2025/26,Ending Stocks,330.0,Million Bushels,2026-07-15
SOYBEANS,2025/26,Exports,1745.0,Million Bushels,2025-07-15
SOYBEANS,2025/26,Exports,1705.0,Million Bushels,2025-08-15
SOYBEANS,2025/26,Exports,1685.0,Million Bushels,2025-09-15
SOYBEANS,2025/26,Exports,1685.0,Million Bushels,2025-10-15
SOYBEANS,2025/26,Exports,1635.0,Million Bushels,2025-11-15
SOYBEANS,2025/26,Exports,1635.0,Million Bushels,2025-12-15
SOYBEANS,2025/26,Exports,1575.0,Million Bushels,2026-01-15
SOYBEANS,2025/26,Exports,1575.0,Million Bushels,2026-02-15
SOYBEANS,2025/26,Exports,1575.0,Million Bushels,2026-03-15
SOYBEANS,2025/26,Exports,1540.0,Million Bushels,2026-04-15
SOYBEANS,2025/26,Exports,1530.0,Million Bushels,2026-05-15
SOYBEANS,2025/26,Exports,1510.0,Million Bushels,2026-06-15
SOYBEANS,2025/26,Exports,1520.0,Million Bushels,2026-07-15
SOYBEANS,2025/26,Imports,20.0,Million Bushels,2025-07-15
SOYBEANS,2025/26,Imports,20.0,Million Bushels,2025-08-15
SOYBEANS,2025/26,Imports,20.0,Million Bushels,2025-09-15
SOYBEANS,2025/26,Imports,20.0,Million Bushels,2025-10-15
SOYBEANS,2025/26,Imports,20.0,Million Bushels,2025-11-15
SOYBEANS,2025/26,Imports,20.0,Million Bushels,2025-12-15
SOYBEANS,2025/26,Imports,20.0,Million Bushels,2026-01-15
SOYBEANS,2025/26,Imports,20.0,Million Bushels,2026-02-15
SOYBEANS,2025/26,Imports,25.0,Million Bushels,2026-03-15
SOYBEANS,2025/26,Imports,25.0,Million Bushels,2026-04-15
SOYBEANS,2025/26,Imports,25.0,Million Bushels,2026-05-15
SOYBEANS,2025/26,Imports,25.0,Million Bushels,2026-06-15
SOYBEANS,2025/26,Imports,25.0,Million Bushels,2026-07-15
SOYBEANS,2025/26,Production,4335.0,Million Bushels,2025-07-15
SOYBEANS,2025/26,Production,4292.0,Million Bushels,2025-08-15
SOYBEANS,2025/26,Production,4301.0,Million Bushels,2025-09-15
SOYBEANS,2025/26,Production,4301.0,Million Bushels,2025-10-15
SOYBEANS,2025/26,Production,4253.0,Million Bushels,2025-11-15
SOYBEANS,2025/26,Production,4253.0,Million Bushels,2025-12-15
SOYBEANS,2025/26,Production,4262.0,Million Bushels,2026-01-15
SOYBEANS,2025/26,Production,4262.0,Million Bushels,2026-02-15
SOYBEANS,2025/26,Production,4262.0,Million Bushels,2026-03-15
SOYBEANS,2025/26,Production,4262.0,Million Bushels,2026-04-15
SOYBEANS,2025/26,Production,4262.0,Million Bushels,2026-05-15
SOYBEANS,2025/26,Production,4262.0,Million Bushels,2026-06-15
SOYBEANS,2025/26,Production,4262.0,Million Bushels,2026-07-15
SOYBEANS,2025/26,Residual,37.0,Million Bushels,2025-07-15
SOYBEANS,2025/26,Residual,34.0,Million Bushels,2025-08-15
SOYBEANS,2025/26,Residual,37.0,Million Bushels,2025-09-15
SOYBEANS,2025/26,Residual,37.0,Million Bushels,2025-10-15
SOYBEANS,2025/26,Residual,37.0,Million Bushels,2025-11-15
SOYBEANS,2025/26,Residual,37.0,Million Bushels,2025-12-15
SOYBEANS,2025/26,Residual,39.0,Million Bushels,2026-01-15
SOYBEANS,2025/26,Residual,39.0,Million Bushels,2026-02-15
SOYBEANS,2025/26,Residual,39.0,Million Bushels,2026-03-15
SOYBEANS,2025/26,Residual,39.0,Million Bushels,2026-04-15
SOYBEANS,2025/26,Residual,39.0,Million Bushels,2026-05-15
SOYBEANS,2025/26,Residual,39.0,Million Bushels,2026-06-15
SOYBEANS,2025/26,Residual,38.0,Million Bushels,2026-07-15
SOYBEANS,2025/26,Seed,73.0,Million Bushels,2025-07-15
SOYBEANS,2025/26,Seed,73.0,Million Bushels,2025-08-15
SOYBEANS,2025/26,Seed,73.0,Million Bushels,2025-09-15
SOYBEANS,2025/26,Seed,73.0,Million Bushels,2025-10-15
SOYBEANS,2025/26,Seed,73.0,Million Bushels,2025-11-15
SOYBEANS,2025/26,Seed,73.0,Million Bushels,2025-12-15
SOYBEANS,2025/26,Seed,73.0,Million Bushels,2026-01-15
SOYBEANS,2025/26,Seed,73.0,Million Bushels,2026-02-15
SOYBEANS,2025/26,Seed,73.0,Million Bushels,2026-03-15
SOYBEANS,2025/26,Seed,73.0,Million Bushels,2026-04-15
SOYBEANS,2025/26,Seed,73.0,Million Bushels,2026-05-15
SOYBEANS,2025/26,Seed,73.0,Million Bushels,2026-06-15
SOYBEANS,2025/26,Seed,74.0,Million Bushels,2026-07-15
SOYBEANS,2025/26,"Supply, Total",4705.0,Million Bushels,2025-07-15
SOYBEANS,2025/26,"Supply, Total",4642.0,Million Bushels,2025-08-15
SOYBEANS,2025/26,"Supply, Total",4651.0,Million Bushels,2025-09-15
SOYBEANS,2025/26,"Supply, Total",4651.0,Million Bushels,2025-10-15
SOYBEANS,2025/26,"Supply, Total",4590.0,Million Bushels,2025-11-15
SOYBEANS,2025/26,"Supply, Total",4590.0,Million Bushels,2025-12-15
SOYBEANS,2025/26,"Supply, Total",4607.0,Million Bushels,2026-01-15
SOYBEANS,2025/26,"Supply, Total",4607.0,Million Bushels,2026-02-15
SOYBEANS,2025/26,"Supply, Total",4612.0,Million Bushels,2026-03-15
SOYBEANS,2025/26,"Supply, Total",4612.0,Million Bushels,2026-04-15
SOYBEANS,2025/26,"Supply, Total",4612.0,Million Bushels,2026-05-15
SOYBEANS,2025/26,"Supply, Total",4612.0,Million Bushels,2026-06-15
SOYBEANS,2025/26,"Supply, Total",4612.0,Million Bushels,2026-07-15
SOYBEANS,2025/26,"Use, Total",4395.0,Million Bushels,2025-07-15
SOYBEANS,2025/26,"Use, Total",4352.0,Million Bushels,2025-08-15
SOYBEANS,2025/26,"Use, Total",4351.0,Million Bushels,2025-09-15
SOYBEANS,2025/26,"Use, Total",4351.0,Million Bushels,2025-10-15
SOYBEANS,2025/26,"Use, Total",4300.0,Million Bushels,2025-11-15
SOYBEANS,2025/26,"Use, Total",4300.0,Million Bushels,2025-12-15
SOYBEANS,2025/26,"Use, Total",4257.0,Million Bushels,2026-01-15
SOYBEANS,2025/26,"Use, Total",4257.0,Million Bushels,2026-02-15
SOYBEANS,2025/26,"Use, Total",4262.0,Million Bushels,2026-03-15
SOYBEANS,2025/26,"Use, Total",4262.0,Million Bushels,2026-04-15
SOYBEANS,2025/26,"Use, Total",4272.0,Million Bushels,2026-05-15
SOYBEANS,2025/26,"Use, Total",4272.0,Million Bushels,2026-06-15
SOYBEANS,2025/26,"Use, Total",4282.0,Million Bushels,2026-07-15
SOYBEANS,2025/26,Yield per Harvested Acre,53.6,Bushels,2025-08-15
SOYBEANS,2025/26,Yield per Harvested Acre,53.5,Bushels,2025-09-15
SOYBEANS,2025/26,Yield per Harvested Acre,53.5,Bushels,2025-10-15
SOYBEANS,2025/26,Yield per Harvested Acre,53.0,Bushels,2025-11-15
SOYBEANS,2025/26,Yield per Harvested Acre,53.0,Bushels,2025-12-15
SOYBEANS,2025/26,Yield per Harvested Acre,53.0,Bushels,2026-01-15
SOYBEANS,2025/26,Yield per Harvested Acre,53.0,Bushels,2026-02-15
SOYBEANS,2025/26,Yield per Harvested Acre,53.0,Bushels,2026-03-15
SOYBEANS,2025/26,Yield per Harvested Acre,53.0,Bushels,2026-04-15
SOYBEANS,2025/26,Yield per Harvested Acre,53.0,Bushels,2026-05-15
SOYBEANS,2025/26,Yield per Harvested Acre,53.0,Bushels,2026-06-15
SOYBEANS,2025/26,Yield per Harvested Acre,53.0,Bushels,2026-07-15
SOYBEANS,2026/27,Avg. Farm Price ($/bu),11.4,$/bu,2026-05-15
SOYBEANS,2026/27,Avg. Farm Price ($/bu),11.4,$/bu,2026-06-15
SOYBEANS,2026/27,Avg. Farm Price ($/bu),11.4,$/bu,2026-07-15
SOYBEANS,2026/27,Beginning Stocks,340.0,Million Bushels,2026-05-15
SOYBEANS,2026/27,Beginning Stocks,340.0,Million Bushels,2026-06-15
SOYBEANS,2026/27,Beginning Stocks,330.0,Million Bushels,2026-07-15
SOYBEANS,2026/27,Crushings,2750.0,Million Bushels,2026-05-15
SOYBEANS,2026/27,Crushings,2750.0,Million Bushels,2026-06-15
SOYBEANS,2026/27,Crushings,2750.0,Million Bushels,2026-07-15
SOYBEANS,2026/27,Ending Stocks,310.0,Million Bushels,2026-05-15
SOYBEANS,2026/27,Ending Stocks,310.0,Million Bushels,2026-06-15
SOYBEANS,2026/27,Ending Stocks,310.0,Million Bushels,2026-07-15
SOYBEANS,2026/27,Exports,1630.0,Million Bushels,2026-05-15
SOYBEANS,2026/27,Exports,1630.0,Million Bushels,2026-06-15
SOYBEANS,2026/27,Exports,1660.0,Million Bushels,2026-07-15
SOYBEANS,2026/27,Imports,25.0,Million Bushels,2026-05-15
SOYBEANS,2026/27,Imports,25.0,Million Bushels,2026-06-15
SOYBEANS,2026/27,Imports,25.0,Million Bushels,2026-07-15
SOYBEANS,2026/27,Production,4435.0,Million Bushels,2026-05-15
SOYBEANS,2026/27,Production,4435.0,Million Bushels,2026-06-15
SOYBEANS,2026/27,Production,4475.0,Million Bushels,2026-07-15
SOYBEANS,2026/27,Residual,38.0,Million Bushels,2026-05-15
SOYBEANS,2026/27,Residual,38.0,Million Bushels,2026-06-15
SOYBEANS,2026/27,Residual,38.0,Million Bushels,2026-07-15
SOYBEANS,2026/27,Seed,72.0,Million Bushels,2026-05-15
SOYBEANS,2026/27,Seed,72.0,Million Bushels,2026-06-15
SOYBEANS,2026/27,Seed,72.0,Million Bushels,2026-07-15
SOYBEANS,2026/27,"Supply, Total",4800.0,Million Bushels,2026-05-15
SOYBEANS,2026/27,"Supply, Total",4800.0,Million Bushels,2026-06-15
SOYBEANS,2026/27,"Supply, Total",4830.0,Million Bushels,2026-07-15
SOYBEANS,2026/27,"Use, Total",4490.0,Million Bushels,2026-05-15
SOYBEANS,2026/27,"Use, Total",4490.0,Million Bushels,2026-06-15
SOYBEANS,2026/27,"Use, Total",4520.0,Million Bushels,2026-07-15
SOYBEAN_MEAL,2023/24,Avg. Price ($/s.t.),384.11,$/s.t.,2025-08-15
SOYBEAN_MEAL,2023/24,Avg. Price ($/s.t.),384.11,$/s.t.,2025-09-15
SOYBEAN_MEAL,2023/24,Avg. Price ($/s.t.),384.11,$/s.t.,2025-11-15
SOYBEAN_MEAL,2023/24,Avg. Price ($/s.t.),384.11,$/s.t.,2025-12-15
SOYBEAN_MEAL,2023/24,Avg. Price ($/s.t.),384.11,$/s.t.,2026-01-15
SOYBEAN_MEAL,2023/24,Avg. Price ($/s.t.),384.11,$/s.t.,2026-02-15
SOYBEAN_MEAL,2023/24,Avg. Price ($/s.t.),384.11,$/s.t.,2026-03-15
SOYBEAN_MEAL,2023/24,Avg. Price ($/s.t.),384.11,$/s.t.,2026-04-15
SOYBEAN_MEAL,2023/24,Beginning Stocks,371.0,Thousand Short Tons,2025-08-15
SOYBEAN_MEAL,2023/24,Beginning Stocks,371.0,Thousand Short Tons,2025-09-15
SOYBEAN_MEAL,2023/24,Beginning Stocks,371.0,Thousand Short Tons,2025-11-15
SOYBEAN_MEAL,2023/24,Beginning Stocks,371.0,Thousand Short Tons,2025-12-15
SOYBEAN_MEAL,2023/24,Beginning Stocks,371.0,Thousand Short Tons,2026-01-15
SOYBEAN_MEAL,2023/24,Beginning Stocks,371.0,Thousand Short Tons,2026-02-15
SOYBEAN_MEAL,2023/24,Beginning Stocks,371.0,Thousand Short Tons,2026-03-15
SOYBEAN_MEAL,2023/24,Beginning Stocks,371.0,Thousand Short Tons,2026-04-15
SOYBEAN_MEAL,2023/24,Domestic Disappearance,38657.0,Thousand Short Tons,2025-08-15
SOYBEAN_MEAL,2023/24,Domestic Disappearance,38657.0,Thousand Short Tons,2025-09-15
SOYBEAN_MEAL,2023/24,Domestic Disappearance,38657.0,Thousand Short Tons,2025-11-15
SOYBEAN_MEAL,2023/24,Domestic Disappearance,38657.0,Thousand Short Tons,2025-12-15
SOYBEAN_MEAL,2023/24,Domestic Disappearance,38657.0,Thousand Short Tons,2026-01-15
SOYBEAN_MEAL,2023/24,Domestic Disappearance,38657.0,Thousand Short Tons,2026-02-15
SOYBEAN_MEAL,2023/24,Domestic Disappearance,38657.0,Thousand Short Tons,2026-03-15
SOYBEAN_MEAL,2023/24,Domestic Disappearance,38657.0,Thousand Short Tons,2026-04-15
SOYBEAN_MEAL,2023/24,Ending Stocks,453.0,Thousand Short Tons,2025-08-15
SOYBEAN_MEAL,2023/24,Ending Stocks,453.0,Thousand Short Tons,2025-09-15
SOYBEAN_MEAL,2023/24,Ending Stocks,453.0,Thousand Short Tons,2025-11-15
SOYBEAN_MEAL,2023/24,Ending Stocks,453.0,Thousand Short Tons,2025-12-15
SOYBEAN_MEAL,2023/24,Ending Stocks,453.0,Thousand Short Tons,2026-01-15
SOYBEAN_MEAL,2023/24,Ending Stocks,453.0,Thousand Short Tons,2026-02-15
SOYBEAN_MEAL,2023/24,Ending Stocks,453.0,Thousand Short Tons,2026-03-15
SOYBEAN_MEAL,2023/24,Ending Stocks,453.0,Thousand Short Tons,2026-04-15
SOYBEAN_MEAL,2023/24,Exports,16054.0,Thousand Short Tons,2025-08-15
SOYBEAN_MEAL,2023/24,Exports,16054.0,Thousand Short Tons,2025-09-15
SOYBEAN_MEAL,2023/24,Exports,16054.0,Thousand Short Tons,2025-11-15
SOYBEAN_MEAL,2023/24,Exports,16054.0,Thousand Short Tons,2025-12-15
SOYBEAN_MEAL,2023/24,Exports,16054.0,Thousand Short Tons,2026-01-15
SOYBEAN_MEAL,2023/24,Exports,16054.0,Thousand Short Tons,2026-02-15
SOYBEAN_MEAL,2023/24,Exports,16054.0,Thousand Short Tons,2026-03-15
SOYBEAN_MEAL,2023/24,Exports,16054.0,Thousand Short Tons,2026-04-15
SOYBEAN_MEAL,2023/24,Imports,687.0,Thousand Short Tons,2025-08-15
SOYBEAN_MEAL,2023/24,Imports,687.0,Thousand Short Tons,2025-09-15
SOYBEAN_MEAL,2023/24,Imports,687.0,Thousand Short Tons,2025-11-15
SOYBEAN_MEAL,2023/24,Imports,687.0,Thousand Short Tons,2025-12-15
SOYBEAN_MEAL,2023/24,Imports,687.0,Thousand Short Tons,2026-01-15
SOYBEAN_MEAL,2023/24,Imports,687.0,Thousand Short Tons,2026-02-15
SOYBEAN_MEAL,2023/24,Imports,687.0,Thousand Short Tons,2026-03-15
SOYBEAN_MEAL,2023/24,Imports,687.0,Thousand Short Tons,2026-04-15
SOYBEAN_MEAL,2023/24,Production,54106.0,Thousand Short Tons,2025-08-15
SOYBEAN_MEAL,2023/24,Production,54106.0,Thousand Short Tons,2025-09-15
SOYBEAN_MEAL,2023/24,Production,54106.0,Thousand Short Tons,2025-11-15
SOYBEAN_MEAL,2023/24,Production,54106.0,Thousand Short Tons,2025-12-15
SOYBEAN_MEAL,2023/24,Production,54106.0,Thousand Short Tons,2026-01-15
SOYBEAN_MEAL,2023/24,Production,54106.0,Thousand Short Tons,2026-02-15
SOYBEAN_MEAL,2023/24,Production,54106.0,Thousand Short Tons,2026-03-15
SOYBEAN_MEAL,2023/24,Production,54106.0,Thousand Short Tons,2026-04-15
SOYBEAN_MEAL,2023/24,"Supply, Total",55164.0,Thousand Short Tons,2025-08-15
SOYBEAN_MEAL,2023/24,"Supply, Total",55164.0,Thousand Short Tons,2025-09-15
SOYBEAN_MEAL,2023/24,"Supply, Total",55164.0,Thousand Short Tons,2025-11-15
